timesheet_id,employee_id,project_id,date,hours,type
TS01111,EMP024,PRJ013,28.10.2025,1.1,billable
TS01112,EMP005,PRJ025,2025-03-13,5.8,billable
TS01113,EMP006,PRJ004,30.04.2024,7.9,billable
TS01114,EMP024,PRJ026,09/09/2024,1.2,billable
TS01115,EMP006,PRJ025,2025-12-09,7.9,billable
TS01116,EMP021,PRJ025,2024-10-08,5.4,billable
TS01117,EMP016,PRJ033,20.08.2024,1.2,billable
TS01118,EMP004,PRJ012,28/01/2025,4.4,billable
TS01119,EMP011,PRJ005,2025-12-31,7.4,internal
TS01120,EMP013,PRJ035,26.06.2025,4.4,billable
TS01121,EMP021,PRJ008,2024-07-31,7.8,internal
TS01122,EMP001,PRJ029,2024-11-19,1.9,billable
TS01123,EMP009,PRJ003,27/03/2024,7.9,billable
TS01124,EMP022,PRJ001,11.09.2024,3.1,internal
TS01125,EMP018,PRJ029,23.05.2024,5.0,billable
TS01126,EMP020,PRJ035,2025-06-06,2.5,billable
TS01127,EMP010,PRJ014,17/05/2024,5.2,billable
TS01128,EMP014,PRJ005,2025-07-17,2.8,billable
TS01129,EMP009,PRJ028,12.12.2025,2.0,billable
TS01130,EMP023,PRJ013,16.01.2025,4.9,billable
TS01131,EMP005,PRJ021,2025-03-20,3.7,internal
TS01132,EMP004,PRJ027,08/03/2024,3.3,billable
TS01133,EMP008,PRJ018,2024-01-11,1.7,internal
TS01134,EMP004,PRJ012,23/06/2025,6.1,billable
TS01135,EMP019,PRJ019,2025-07-18,2.9,billable
TS01136,EMP013,PRJ012,19.12.2024,6.6,billable
TS01137,EMP013,PRJ031,29.08.2025,1.9,billable
TS01138,EMP005,PRJ025,04.08.2025,6.1,billable
TS01139,EMP025,PRJ016,2025-11-25,5.3,billable
TS01140,EMP015,PRJ033,22.10.2024,2.9,billable
TS01141,EMP010,PRJ006,2024-11-08,3.8,billable
TS01142,EMP008,PRJ006,18/06/2024,5.0,billable
TS01143,EMP001,PRJ028,24/11/2025,4.6,billable
TS01144,EMP022,PRJ035,2025-12-15,1.9,billable
TS01145,EMP023,PRJ028,22.12.2025,4.7,billable
TS01146,EMP017,PRJ003,15.09.2025,4.1,billable
TS01147,EMP012,PRJ009,10/06/2025,3.5,billable
TS01148,EMP004,PRJ022,2025-11-26,2.7,billable
TS01149,EMP009,PRJ014,2024-01-03,6.2,billable
TS01150,EMP021,PRJ033,06/02/2024,,internal
TS01151,EMP015,PRJ022,01.11.2024,3.5,billable
TS01152,EMP004,PRJ028,2025-05-20,2.4,billable
TS01153,EMP001,PRJ010,03/11/2025,2.8,billable
TS01154,EMP006,PRJ035,02/10/2024,1.8,billable
TS01155,EMP014,PRJ001,2025-01-02,7.2,billable
TS01156,EMP013,PRJ027,2024-12-05,7.3,billable
TS01157,EMP009,PRJ008,07.03.2025,4.4,billable
TS01158,EMP025,PRJ026,28/05/2025,6.1,billable
TS01159,EMP001,PRJ009,10.06.2024,3.4,billable
TS01160,EMP011,PRJ028,03/09/2025,6.2,billable
TS01161,EMP014,PRJ016,2025-09-24,2.1,billable
TS01162,EMP009,PRJ016,13.11.2025,6.7,billable
TS01163,EMP024,PRJ033,17.09.2025,2.3,internal
TS01164,EMP004,PRJ009,2025-02-14,1.3,internal
TS01165,EMP003,PRJ004,24.01.2025,3.9,billable
TS01166,EMP014,PRJ031,05/03/2024,4.6,billable
TS01167,EMP012,PRJ027,2024-09-09,3.2,
TS01168,EMP011,PRJ014,2024-10-21,4.3,internal
TS01169,EMP016,PRJ024,2024-12-10,3.1,billable
TS01170,EMP005,PRJ022,06.01.2025,6.2,billable
TS01171,EMP021,PRJ018,2024-08-05,5.1,billable
TS01172,EMP004,PRJ003,2025-08-25,7.8,internal
TS01173,EMP004,PRJ005,15/07/2025,5.3,billable
TS01174,EMP024,PRJ010,14.02.2024,1.9,billable
TS01175,EMP018,PRJ023,09/01/2025,4.1,billable
TS01176,EMP017,PRJ002,2024-06-19,5.2,billable
TS01177,EMP002,PRJ013,11.02.2025,4.5,billable
TS01178,EMP025,PRJ033,28.01.2025,4.9,billable
TS01179,EMP006,PRJ014,29.08.2025,5.9,internal
TS01180,EMP017,PRJ017,06/11/2024,7.0,billable
TS01181,EMP002,PRJ035,02/09/2024,3.0,billable
TS01182,EMP002,PRJ016,05/08/2024,4.7,billable
TS01183,EMP011,PRJ006,2025-12-23,7.2,billable
TS01184,EMP011,PRJ004,2025-10-02,6.7,internal
TS01185,EMP009,PRJ002,04.07.2025,5.6,internal
TS01186,EMP013,PRJ017,03/10/2025,5.4,billable
TS01187,EMP019,PRJ026,10/06/2024,4.1,billable
TS01188,EMP003,PRJ032,2024-07-04,4.2,internal
TS01189,EMP024,PRJ012,2025-10-27,3.0,billable
TS01190,EMP007,PRJ005,28.05.2024,1.5,billable
TS01191,EMP017,PRJ009,2024-01-15,5.2,billable
TS01192,EMP021,PRJ003,2024-05-15,2.7,billable
TS01193,EMP001,PRJ007,09.07.2025,6.2,billable
TS01194,EMP025,PRJ029,2024-06-18,3.2,billable
TS01195,EMP021,PRJ035,06.05.2024,1.1,billable
TS01196,EMP014,PRJ010,02/01/2024,7.4,billable
TS01197,EMP010,PRJ015,2025-12-01,3.7,internal
TS01198,EMP008,PRJ007,2024-10-15,3.5,billable
TS01199,EMP003,PRJ003,11/09/2025,2.1,billable
TS01200,EMP005,PRJ020,2025-10-01,6.7,billable
TS01201,EMP012,PRJ017,2025-12-29,6.6,internal
TS01202,EMP005,PRJ025,02/04/2025,6.0,internal
TS01203,EMP014,PRJ018,2024-05-28,1.6,internal
TS01204,EMP016,PRJ028,07.05.2025,5.9,billable
TS01205,EMP021,PRJ016,27.01.2025,3.9,billable
TS01206,EMP008,PRJ025,26.03.2024,5.1,billable
TS01207,EMP008,PRJ006,2024-08-28,3.5,billable
TS01208,EMP005,PRJ008,2024-03-04,7.4,billable
TS01209,EMP018,PRJ027,05.09.2024,2.5,billable
TS01210,EMP023,PRJ010,21/01/2025,6.1,billable
TS01211,EMP022,PRJ005,2025-05-05,6.9,internal
TS01212,EMP008,PRJ005,2024-01-15,5.0,internal
TS01213,EMP005,PRJ034,16.12.2025,7.6,billable
TS01214,EMP023,PRJ001,22.10.2024,1.8,billable
TS01215,EMP017,PRJ011,12/01/2024,3.8,billable
TS01216,EMP019,PRJ033,2024-11-11,6.0,billable
TS01217,EMP013,PRJ009,06/08/2024,3.8,billable
TS01218,EMP018,PRJ005,10.12.2025,4.3,billable
TS01219,EMP002,PRJ024,2025-10-24,4.0,billable
TS01220,EMP011,PRJ002,2024-09-02,3.0,billable
TS01221,EMP010,PRJ013,2025-07-18,2.4,internal
TS01222,EMP019,PRJ003,2025-07-31,7.9,billable
TS01223,EMP001,PRJ023,16/10/2024,7.7,billable
TS01224,EMP005,PRJ007,2024-12-05,3.9,billable
TS01225,EMP001,PRJ025,05/05/2025,5.1,internal
TS01226,EMP003,PRJ006,27.08.2024,7.2,internal
TS01227,EMP017,PRJ034,15/09/2025,5.6,internal
TS01228,EMP010,PRJ024,30.09.2025,7.0,billable
TS01229,EMP007,PRJ005,2024-06-05,5.0,internal
TS01230,EMP010,PRJ006,27/05/2025,1.7,billable
TS01231,EMP012,PRJ023,01/04/2024,1.5,billable
TS01232,EMP009,PRJ029,27.10.2025,7.5,internal
TS01233,EMP010,PRJ026,2025-02-24,7.0,internal
TS01234,EMP020,PRJ021,17/01/2025,1.6,billable
TS01235,EMP022,PRJ003,2025-09-29,7.8,billable
TS01236,EMP005,PRJ007,2024-10-24,3.6,billable
TS01237,EMP022,PRJ006,23/12/2024,4.3,billable
TS01238,EMP004,PRJ026,19/03/2025,2.4,billable
TS01239,EMP007,PRJ031,2024-04-29,2.9,billable
TS01240,EMP007,PRJ021,04/08/2025,1.2,billable
TS01241,EMP014,PRJ031,06.08.2024,1.4,internal
TS01242,EMP006,PRJ006,27/05/2024,1.5,billable
TS01243,EMP014,PRJ034,2024-08-07,5.7,billable
TS01244,EMP011,PRJ020,17/06/2024,2.4,internal
TS01245,EMP006,PRJ028,2024-12-31,7.4,billable
TS01246,EMP007,PRJ005,14.11.2025,5.0,billable
TS01247,EMP024,PRJ021,2024-01-15,2.1,billable
TS01248,EMP022,PRJ027,26/09/2024,4.6,billable
TS01249,EMP021,PRJ029,2025-10-16,7.8,billable
TS01250,EMP023,PRJ035,2024-06-19,5.2,billable
TS01251,EMP019,PRJ001,14/01/2025,6.7,billable
TS01252,EMP023,PRJ032,28/10/2025,8.0,billable
TS01253,EMP017,PRJ022,26/04/2024,7.5,billable
TS01254,EMP018,PRJ028,27.01.2025,3.0,billable
TS01255,EMP020,PRJ007,01.04.2024,6.6,
TS01256,EMP004,PRJ032,30/09/2025,7.5,billable
TS01257,EMP022,PRJ019,06.03.2025,2.5,internal
TS01258,EMP016,PRJ008,25/12/2024,7.8,internal
TS01259,EMP024,PRJ026,08.01.2024,7.6,internal
TS01260,EMP009,PRJ020,28/02/2025,5.7,billable
TS01261,EMP012,PRJ034,08.09.2025,3.2,billable
TS01262,EMP013,PRJ013,23.09.2025,5.5,internal
TS01263,EMP013,PRJ012,18/02/2025,7.3,billable
TS01264,EMP005,PRJ033,01.05.2024,5.4,internal
TS01265,EMP006,PRJ021,2024-07-29,1.7,billable
TS01266,EMP001,PRJ035,21.03.2024,5.0,billable
TS01267,EMP021,PRJ023,10/07/2024,2.7,internal
TS01268,EMP024,PRJ025,2024-09-23,5.6,billable
TS01269,EMP019,PRJ007,2024-04-23,4.2,billable
TS01270,EMP006,PRJ006,2024-03-20,4.5,billable
TS01271,EMP001,PRJ027,2024-03-18,4.4,billable
TS01272,EMP011,PRJ029,2024-06-13,2.3,billable
TS01273,EMP002,PRJ008,17.12.2024,,billable
TS01274,EMP017,PRJ017,2024-05-06,2.3,billable
TS01275,EMP007,PRJ024,2024-04-29,7.3,billable
TS01276,EMP005,PRJ018,07/10/2024,4.4,internal
TS01277,EMP015,PRJ032,2025-03-24,4.6,billable
TS01278,EMP023,PRJ018,06.02.2025,1.7,internal
TS01279,EMP024,PRJ032,19.03.2025,7.2,billable
TS01280,EMP004,PRJ025,17.03.2025,2.4,billable
TS01281,EMP002,PRJ033,16.09.2024,5.1,billable
TS01282,EMP013,PRJ002,2024-04-29,2.3,billable
TS01283,EMP022,PRJ024,2025-01-15,2.0,billable
TS01284,EMP011,PRJ014,2025-04-21,5.0,billable
TS01285,EMP020,PRJ014,23.06.2025,2.5,billable
TS01286,EMP022,PRJ005,12/08/2025,7.2,billable
TS01287,EMP007,PRJ004,20/05/2025,4.5,internal
TS01288,EMP020,PRJ021,28/08/2025,3.7,
TS01289,EMP019,PRJ001,17/04/2025,3.0,internal
TS01290,EMP017,PRJ003,2024-12-11,5.5,billable
TS01291,EMP010,PRJ018,20.11.2024,6.3,billable
TS01292,EMP002,PRJ026,01.11.2024,5.9,billable
TS01293,EMP012,PRJ007,2024-01-30,2.6,internal
TS01294,EMP023,PRJ028,19/08/2024,2.2,billable
TS01295,EMP001,PRJ004,2024-09-24,7.2,billable
TS01296,EMP011,PRJ025,03.10.2024,5.9,internal
TS01297,EMP005,PRJ027,14.10.2025,4.1,billable
TS01298,EMP016,PRJ018,2024-11-25,6.4,billable
TS01299,EMP003,PRJ023,25.07.2025,6.8,billable
TS01300,EMP003,PRJ005,2025-05-21,1.4,billable
TS01301,EMP016,PRJ007,16.12.2024,2.5,billable
TS01302,EMP010,PRJ030,2025-11-04,2.1,billable
TS01303,EMP015,PRJ033,26/07/2024,6.5,billable
TS01304,EMP019,PRJ007,2024-05-30,4.2,billable
TS01305,EMP006,PRJ018,30/01/2024,4.3,billable
TS01306,EMP003,PRJ023,17/03/2025,2.5,billable
TS01307,EMP009,PRJ024,10/04/2024,1.3,billable
TS01308,EMP006,PRJ018,2025-06-26,5.3,billable
TS01309,EMP004,PRJ015,29/04/2024,1.4,billable
TS01310,EMP009,PRJ015,29/09/2025,5.9,billable
TS01311,EMP023,PRJ018,22/05/2025,2.4,internal
TS01312,EMP010,PRJ001,08.04.2024,2.3,internal
TS01313,EMP023,PRJ016,2024-06-25,3.2,billable
TS01314,EMP001,PRJ031,14/03/2025,3.3,billable
TS01315,EMP025,PRJ001,2025-09-02,3.5,billable
TS01316,EMP004,PRJ003,2024-01-18,5.0,internal
TS01317,EMP005,PRJ007,12/04/2024,3.1,billable
TS01318,EMP018,PRJ017,2025-11-10,4.4,billable
TS01319,EMP011,PRJ034,10.11.2025,7.0,internal
TS01320,EMP017,PRJ002,31.05.2024,7.9,internal
TS01321,EMP001,PRJ016,14/08/2025,6.2,internal
TS01322,EMP013,PRJ007,07/10/2024,7.1,billable
TS01323,EMP006,PRJ017,26.11.2025,3.4,billable
TS01324,EMP010,PRJ013,12.02.2024,5.1,billable
TS01325,EMP019,PRJ023,22.10.2024,1.8,billable
TS01326,EMP017,PRJ019,30/09/2025,4.9,billable
TS01327,EMP001,PRJ030,2024-02-13,2.5,internal
TS01328,EMP014,PRJ023,2025-11-07,6.8,billable
TS01329,EMP017,PRJ010,29.03.2024,6.0,billable
TS01330,EMP003,PRJ019,2024-08-12,1.2,internal
TS01331,EMP014,PRJ026,10.04.2024,7.3,internal
TS01332,EMP022,PRJ021,15/08/2025,2.0,internal
TS01333,EMP010,PRJ020,28/03/2024,3.1,internal
TS01334,EMP014,PRJ007,21.05.2024,4.7,billable
TS01335,EMP015,PRJ023,13/03/2025,4.3,internal
TS01336,EMP025,PRJ027,02/04/2024,6.3,billable
TS01337,EMP012,PRJ009,29/09/2025,4.8,billable
TS01338,EMP005,PRJ026,17.11.2025,1.0,internal
TS01339,EMP002,PRJ018,27/10/2025,1.7,billable
TS01340,EMP002,PRJ008,2025-08-21,5.7,billable
TS01341,EMP018,PRJ032,2024-05-21,2.6,billable
TS01342,EMP001,PRJ032,2025-09-30,5.8,billable
TS01343,EMP017,PRJ007,10.09.2024,2.4,billable
TS01344,EMP004,PRJ020,2025-02-18,4.4,billable
TS01345,EMP020,PRJ029,04.11.2025,5.3,billable
TS01346,EMP024,PRJ016,2024-06-25,4.6,billable
TS01347,EMP022,PRJ007,25/08/2025,4.5,billable
TS01348,EMP015,PRJ027,2025-03-11,2.0,billable
TS01349,EMP010,PRJ003,22/10/2025,5.6,billable
TS01350,EMP005,PRJ030,14/04/2025,2.9,internal
TS01351,EMP007,PRJ023,2025-12-24,4.7,billable
TS01352,EMP024,PRJ022,15/04/2025,6.0,internal
TS01353,EMP013,PRJ005,22.10.2025,4.4,internal
TS01354,EMP017,PRJ034,24.09.2024,1.9,billable
TS01355,EMP013,PRJ005,2024-02-16,1.2,billable
TS01356,EMP022,PRJ031,27.11.2024,6.3,internal
TS01357,EMP006,PRJ025,06/03/2025,7.5,billable
TS01358,EMP003,PRJ029,2025-01-20,5.2,internal
TS01359,EMP013,PRJ009,14/10/2025,5.0,billable
TS01360,EMP008,PRJ013,2024-06-14,4.0,billable
TS01361,EMP022,PRJ007,2024-07-29,1.2,billable
TS01362,EMP018,PRJ005,16.12.2024,2.3,billable
TS01363,EMP007,PRJ031,27.05.2025,3.5,billable
TS01364,EMP015,PRJ028,2025-10-02,3.6,billable
TS01365,EMP004,PRJ008,27/05/2025,2.6,billable
TS01366,EMP010,PRJ017,2025-02-03,5.9,billable
TS01367,EMP019,PRJ016,16/06/2025,7.5,billable
TS01368,EMP004,PRJ031,26/09/2024,5.6,billable
TS01369,EMP025,PRJ004,22/05/2024,2.4,internal
TS01370,EMP002,PRJ016,20.05.2025,1.5,internal
TS01371,EMP002,PRJ023,13.03.2024,7.6,billable
TS01372,EMP016,PRJ009,04/10/2024,6.1,billable
TS01373,EMP014,PRJ031,2024-11-06,6.5,internal
TS01374,EMP025,PRJ013,01.07.2025,5.3,billable
TS01375,EMP002,PRJ025,21/01/2025,5.9,billable
TS01376,EMP004,PRJ024,2024-12-26,2.4,billable
TS01377,EMP001,PRJ015,26.02.2025,6.2,internal
TS01378,EMP001,PRJ016,2024-02-28,1.5,billable
TS01379,EMP020,PRJ016,28.10.2024,1.9,billable
TS01380,EMP009,PRJ035,29/07/2024,4.5,billable
TS01381,EMP015,PRJ020,10.01.2025,6.5,billable
TS01382,EMP011,PRJ035,30/05/2025,1.7,billable
TS01383,EMP009,PRJ006,29.07.2024,7.4,internal
TS01384,EMP007,PRJ008,2025-01-16,6.1,internal
TS01385,EMP021,PRJ030,26/04/2024,1.1,internal
TS01386,EMP003,PRJ004,2024-10-14,7.0,billable
TS01387,EMP002,PRJ015,29.07.2024,3.7,billable
TS01388,EMP018,PRJ023,29/01/2024,7.4,internal
TS01389,EMP025,PRJ014,29/01/2024,3.4,internal
TS01390,EMP024,PRJ004,23.04.2024,4.9,internal
TS01391,EMP018,PRJ030,10.03.2025,5.0,billable
TS01392,EMP015,PRJ016,15.05.2024,7.4,billable
TS01393,EMP008,PRJ035,29.10.2024,3.4,billable
TS01394,EMP009,PRJ001,07/05/2024,3.1,billable
TS01395,EMP001,PRJ029,10/01/2024,4.3,internal
TS01396,EMP014,PRJ004,18.08.2025,7.6,billable
TS01397,EMP015,PRJ012,23/09/2024,6.4,billable
TS01398,EMP005,PRJ004,26.08.2024,1.8,billable
TS01399,EMP011,PRJ003,22.07.2025,6.0,billable
TS01400,EMP001,PRJ023,07/07/2025,6.0,billable
TS01401,EMP004,PRJ033,20/03/2024,2.7,billable
TS01402,EMP003,PRJ028,16/10/2024,2.0,billable
TS01403,EMP021,PRJ024,2025-04-28,7.6,billable
TS01404,EMP005,PRJ002,18.04.2024,5.3,internal
TS01405,EMP019,PRJ023,08.08.2024,3.7,billable
TS01406,EMP021,PRJ006,20.03.2024,7.7,internal
TS01407,EMP018,PRJ027,07.07.2025,6.1,internal
TS01408,EMP022,PRJ034,16.06.2025,4.1,billable
TS01409,EMP008,PRJ024,2024-08-26,4.2,billable
TS01410,EMP014,PRJ024,22/03/2024,3.5,billable
TS01411,EMP015,PRJ027,2024-08-23,5.0,internal
TS01412,EMP014,PRJ009,12/09/2025,2.8,billable
TS01413,EMP017,PRJ010,2025-08-12,4.5,internal
TS01414,EMP001,PRJ011,03.05.2024,3.9,internal
TS01415,EMP005,PRJ003,2025-03-17,1.2,billable
TS01416,EMP013,PRJ028,2024-12-30,1.9,billable
TS01417,EMP011,PRJ007,16/02/2024,1.5,internal
TS01418,EMP024,PRJ028,23.10.2024,6.3,billable
TS01419,EMP017,PRJ006,04/06/2024,7.3,billable
TS01420,EMP011,PRJ029,2024-07-01,4.6,billable
TS01421,EMP002,PRJ034,23/06/2025,5.1,internal
TS01422,EMP025,PRJ012,28.05.2024,1.3,internal
TS01423,EMP019,PRJ021,11/04/2024,3.4,billable
TS01424,EMP006,PRJ019,2024-09-24,7.9,internal
TS01425,EMP007,PRJ033,21.06.2024,1.2,internal
TS01426,EMP016,PRJ002,13.01.2025,2.4,internal
TS01427,EMP005,PRJ030,2024-10-29,7.4,billable
TS01428,EMP009,PRJ006,2024-05-20,8.0,billable
TS01429,EMP024,PRJ015,19/03/2024,3.3,billable
TS01430,EMP022,PRJ005,2025-12-24,5.8,internal
TS01431,EMP017,PRJ021,15.07.2024,6.9,billable
TS01432,EMP001,PRJ016,2024-05-20,5.1,internal
TS01433,EMP005,PRJ032,2024-07-10,6.1,billable
TS01434,EMP017,PRJ014,04.01.2024,4.0,billable
TS01435,EMP014,PRJ017,22.09.2025,3.7,billable
TS01436,EMP006,PRJ020,27/08/2024,7.1,billable
TS01437,EMP012,PRJ035,07/05/2025,3.1,billable
TS01438,EMP008,PRJ028,30.04.2024,2.2,internal
TS01439,EMP023,PRJ009,12.05.2025,6.9,internal
TS01440,EMP010,PRJ018,03/06/2025,2.5,internal
TS01441,EMP009,PRJ021,25/02/2025,3.7,billable
TS01442,EMP016,PRJ015,13/12/2024,5.5,billable
TS01443,EMP006,PRJ035,30.07.2024,6.5,billable
TS01444,EMP018,PRJ002,22.01.2024,6.6,billable
TS01445,EMP025,PRJ005,03.11.2025,1.3,billable
TS01446,EMP018,PRJ026,22/08/2024,3.0,billable
TS01447,EMP024,PRJ016,16.01.2024,1.3,billable
TS01448,EMP016,PRJ003,11.06.2024,3.0,billable
TS01449,EMP009,PRJ008,21.01.2025,5.6,billable
TS01450,EMP003,PRJ005,02/06/2025,6.1,internal
TS01451,EMP018,PRJ010,2024-04-09,6.2,internal
TS01452,EMP011,PRJ028,10/06/2025,6.2,billable
TS01453,EMP021,PRJ031,20/01/2025,3.0,billable
TS01454,EMP023,PRJ035,02/06/2025,2.7,billable
TS01455,EMP025,PRJ035,2024-04-22,4.2,billable
TS01456,EMP012,PRJ031,2025-07-30,1.8,billable
TS01457,EMP004,PRJ011,2024-07-31,7.1,billable
TS01458,EMP016,PRJ034,05/08/2025,6.3,billable
TS01459,EMP011,PRJ010,07/02/2024,3.3,billable
TS01460,EMP007,PRJ032,2025-07-14,4.5,internal
TS01461,EMP017,PRJ006,2024-04-17,4.0,billable
TS01462,EMP024,PRJ008,2024-06-19,2.4,internal
TS01463,EMP006,PRJ034,13/05/2025,2.0,internal
TS01464,EMP014,PRJ019,25/11/2025,2.9,billable
TS01465,EMP010,PRJ034,02.12.2025,2.4,billable
TS01466,EMP016,PRJ030,05.08.2024,7.6,internal
TS01467,EMP006,PRJ034,2025-04-30,1.1,billable
TS01468,EMP001,PRJ020,19.12.2025,2.3,billable
TS01469,EMP020,PRJ030,02.09.2025,2.1,billable
TS01470,EMP001,PRJ013,08/10/2024,3.0,internal
TS01471,EMP020,PRJ026,2024-09-17,4.9,billable
TS01472,EMP024,PRJ014,2024-10-15,2.2,billable
TS01473,EMP025,PRJ025,04.12.2024,5.0,internal
TS01474,EMP020,PRJ031,2024-08-02,2.2,internal
TS01475,EMP005,PRJ010,2024-06-17,4.3,billable
TS01476,EMP017,PRJ029,11.03.2025,5.7,billable
TS01477,EMP013,PRJ025,29.01.2025,5.9,billable
TS01478,EMP020,PRJ014,19.06.2024,7.6,internal
TS01479,EMP015,PRJ032,12.12.2025,6.5,billable
TS01480,EMP006,PRJ002,09/01/2025,7.0,internal
TS01481,EMP018,PRJ013,2025-01-28,3.6,internal
TS01482,EMP007,PRJ001,25/08/2025,3.2,billable
TS01483,EMP001,PRJ018,06/02/2024,5.5,billable
TS01484,EMP009,PRJ018,2025-10-02,1.4,billable
TS01485,EMP020,PRJ030,19.05.2025,2.2,billable
TS01486,EMP002,PRJ024,30.01.2024,5.3,billable
TS01487,EMP005,PRJ006,05/03/2025,6.8,billable
TS01488,EMP004,PRJ035,11.10.2024,7.9,billable
TS01489,EMP022,PRJ021,29.12.2025,2.2,internal
TS01490,EMP022,PRJ026,2025-03-04,6.9,billable
TS01491,EMP005,PRJ018,26.03.2024,2.2,billable
TS01492,EMP006,PRJ001,14/11/2024,2.9,billable
TS01493,EMP003,PRJ030,02.04.2024,1.8,billable
TS01494,EMP021,PRJ002,24/06/2024,6.5,billable
TS01495,EMP008,PRJ020,2025-11-28,5.5,internal
TS01496,EMP010,PRJ004,2025-01-23,5.9,billable
TS01497,EMP007,PRJ018,23.07.2024,2.2,billable
TS01498,EMP012,PRJ024,23.12.2024,6.4,billable
TS01499,EMP019,PRJ025,10.06.2024,4.8,billable
TS01500,EMP022,PRJ019,31.07.2024,3.4,internal
TS01501,EMP003,PRJ033,2024-08-05,2.8,billable
TS01502,EMP021,PRJ012,01/05/2025,2.0,billable
TS01503,EMP002,PRJ021,2025-12-19,1.7,billable
TS01504,EMP011,PRJ007,10/07/2024,7.4,billable
TS01505,EMP015,PRJ030,01/09/2025,5.0,billable
TS01506,EMP024,PRJ024,09/09/2025,3.4,billable
TS01507,EMP008,PRJ033,22.04.2024,3.9,internal
TS01508,EMP017,PRJ011,05.11.2024,7.2,internal
TS01509,EMP025,PRJ009,2024-05-13,5.6,internal
TS01510,EMP025,PRJ010,2024-12-20,4.2,billable
TS01511,EMP006,PRJ020,2024-11-12,1.6,billable
TS01512,EMP005,PRJ024,08/01/2024,4.3,billable
TS01513,EMP007,PRJ031,2025-11-17,3.6,billable
TS01514,EMP005,PRJ021,16/05/2024,3.8,billable
TS01515,EMP014,PRJ026,30.06.2025,1.5,billable
TS01516,EMP020,PRJ012,2024-08-28,3.6,billable
TS01517,EMP003,PRJ015,21/05/2024,4.5,billable
TS01518,EMP021,PRJ012,11.03.2025,2.1,billable
TS01519,EMP014,PRJ012,2024-06-18,3.8,billable
TS01520,EMP022,PRJ007,2025-11-04,7.0,internal
TS01521,EMP017,PRJ025,03.12.2025,4.2,billable
TS01522,EMP010,PRJ028,23/09/2024,6.2,billable
TS01523,EMP023,PRJ022,2025-07-01,7.8,billable
TS01524,EMP013,PRJ006,04.06.2024,1.0,internal
TS01525,EMP020,PRJ030,2025-03-21,1.3,billable
TS01526,EMP002,PRJ024,2024-09-17,4.0,billable
TS01527,EMP012,PRJ027,2024-01-18,4.1,billable
TS01528,EMP002,PRJ035,2025-02-11,2.7,billable
TS01529,EMP016,PRJ028,08.10.2024,3.4,billable
TS01530,EMP024,PRJ034,05/08/2025,4.2,billable
TS01531,EMP024,PRJ007,28/01/2025,4.6,billable
TS01532,EMP014,PRJ026,23.01.2024,2.3,billable
TS01533,EMP014,PRJ008,15.07.2024,5.0,internal
TS01534,EMP008,PRJ004,20/01/2025,5.0,billable
TS01535,EMP006,PRJ018,2025-05-28,5.7,billable
TS01536,EMP014,PRJ014,22/01/2024,6.5,billable
TS01537,EMP021,PRJ021,09/04/2024,2.5,billable
TS01538,EMP024,PRJ030,25.08.2025,3.9,billable
TS01539,EMP001,PRJ022,2024-12-16,3.2,internal
TS01540,EMP007,PRJ035,15/12/2025,2.2,billable
TS01541,EMP003,PRJ032,28.07.2025,7.9,billable
TS01542,EMP010,PRJ021,07.04.2025,5.7,billable
TS01543,EMP019,PRJ028,03/03/2025,8.0,billable
TS01544,EMP008,PRJ025,2025-07-04,1.9,billable
TS01545,EMP004,PRJ019,01.07.2024,7.1,internal
TS01546,EMP012,PRJ014,04/03/2025,7.3,billable
TS01547,EMP022,PRJ021,29/05/2025,4.7,billable
TS01548,EMP015,PRJ011,02/07/2024,3.8,billable
TS01549,EMP022,PRJ007,27/01/2025,5.1,billable
TS01550,EMP020,PRJ015,2024-05-21,5.3,billable
TS01551,EMP001,PRJ021,16/09/2025,2.7,billable
TS01552,EMP001,PRJ025,2025-07-21,4.6,billable
TS01553,EMP008,PRJ012,28/04/2025,7.6,internal
TS01554,EMP001,PRJ014,14.08.2025,4.2,billable
TS01555,EMP006,PRJ030,27/05/2025,5.5,internal
TS01556,EMP008,PRJ030,12.03.2024,1.0,billable
TS01557,EMP016,PRJ025,13.03.2024,6.5,internal
TS01558,EMP020,PRJ035,2024-01-25,4.1,internal
TS01559,EMP024,PRJ003,07.01.2025,3.8,internal
TS01560,EMP004,PRJ007,29.05.2024,6.9,internal
TS01561,EMP006,PRJ024,2025-02-26,5.6,billable
TS01562,EMP004,PRJ022,21.10.2025,5.9,billable
TS01563,EMP009,PRJ022,29/10/2024,5.8,billable
TS01564,EMP020,PRJ003,2024-05-23,2.0,billable
TS01565,EMP023,PRJ019,12.11.2024,7.6,billable
TS01566,EMP022,PRJ019,2024-06-07,6.2,billable
TS01567,EMP009,PRJ015,2024-01-29,7.0,billable
TS01568,EMP024,PRJ033,2025-06-13,3.8,billable
TS01569,EMP019,PRJ033,19/11/2024,4.7,billable
TS01570,EMP016,PRJ012,2025-05-12,7.3,billable
TS01571,EMP008,PRJ010,2024-10-11,5.3,billable
TS01572,EMP015,PRJ001,20/06/2025,7.3,billable
TS01573,EMP004,PRJ022,03.06.2025,1.5,billable
TS01574,EMP003,PRJ004,02/04/2025,5.0,billable
TS01575,EMP021,PRJ016,2024-08-21,5.8,billable
TS01576,EMP009,PRJ006,2024-07-15,6.1,internal
